repeat_simulation_ith,dist_between_rope_and_UAV,wind_field
1,0.227421375349501,0
2,0.206979241016363,0.479997634887695
4,0.227421375349501,0
5,0.227084594884494,0
7,0.227421375349501,0
8,0.206979241016363,0.479997634887695
10,0.227421375349501,0
11,0.227084594884494,0
13,0.227421375349501,0
14,0.206979241016363,0.479997634887695
16,0.227421375349501,0
17,0.206979241016363,0.479997634887695
19,0.227421375349501,0
20,0.206979241016363,0.479997634887695
