t,x_s1,x_s2,x_s3,x_s_d1,x_s_d2,x_s_d3,propellers_rpms1,propellers_rpms2,propellers_rpms3,propellers_rpms4,rollRad,pitchRad,yawRad,v_s1,v_s2,v_s3,v_s_d1,v_s_d2,v_s_d3,insideCount
0,-0.0599999986588955,2.94000005722046,1.17999994754791,-0.0599999986588955,2.94000005722046,1.17999994754791,0,0,0,0,0,0,0,0,0,0,-1.06581410364015E-15,4.44089209850063E-16,4.44089209850063E-16,0
0.019989013671875,-0.0599999986588955,2.94000005722046,1.17729234695435,-0.0600018659130177,2.93999925379318,1.18000110346716,0,0,0,0,0.0163538,-0.002474609,-2.024222E-05,3.71994488546079E-08,3.50004931704007E-08,-0.135377958416939,-0.000279680311988734,-0.000120338624884473,0.000173135436141649,5
0.040008544921875,-0.0599999986588955,2.94000005722046,1.17105865478516,-0.060014880898484,2.93999365380853,1.18000916036316,0,0,0,0,0.03270752,-0.004950816,-5.430172E-05,3.48044650877455E-08,3.30428591155396E-08,-0.311683237552643,-0.00111143977225461,-0.000478221483967637,0.00068803416424398,6
0.05999755859375,-0.0600004307925701,2.94013142585754,1.16552269458771,-0.0600498857373401,2.93997859220429,1.18003083002592,3162.118,2810.405,1468.991,2738.646,0.03138779,-0.004977981,-0.01632837,-2.15885829675244E-05,0.00656371656805277,-0.276799470186234,-0.00247936261166862,-0.00106680046642749,0.00153484356504269,6
0.08001708984375,-0.0599182732403278,2.94037842750549,1.16100013256073,-0.0601176241590912,2.9399494462538,1.18007276333581,3028.271,3011.831,2084.035,1979.336,0.01920705,-0.004419782,-0.04309208,0.0041077951900661,0.0123486928641796,-0.226128965616226,-0.00437432711648753,-0.0018821507536715,0.00270791686320324,6
0.100006103515625,-0.0596519447863102,2.94066071510315,1.15742909908295,-0.0602282404704493,2.93990185114529,1.18014124010193,2573.259,3764.178,2528.208,1069.238,-0.005664544,-0.003074353,-0.06910264,0.0133163575083017,0.0141128152608871,-0.178552597761154,-0.00677739276378709,-0.00291612276782231,0.00419552897277328,6
0.1199951171875,-0.0591363199055195,2.94084787368774,1.15462076663971,-0.0603918861403606,2.93983143898525,1.18024254456713,1989.21,4004.015,3075.946,695.0491,-0.03991706,-0.0007062703,-0.08793651,0.025781337171793,0.00935879349708557,-0.140416368842125,-0.00967801353495435,-0.00416417885169243,0.00599115140585487,5
0.1400146484375,-0.0583611838519573,2.94078660011292,1.15244722366333,-0.0606187761383957,2.93973381455767,1.18038300028418,1381.257,3936.756,3641.292,664.1779,-0.07574776,0.002035033,-0.09640803,0.0387568697333336,-0.00306561589241028,-0.108678638935089,-0.0130687916036232,-0.00562313592726786,0.00809020455552005,4
0.160003662109375,-0.0573622733354568,2.94033217430115,1.15092015266418,-0.0609177895434042,2.93960515744296,1.18056810382587,1010.689,3669.222,3949.695,871.8065,-0.1041237,0.003833847,-0.09478617,0.0499456338584423,-0.0227241571992636,-0.0763536170125008,-0.0169265510445065,-0.00728302204135792,0.0104783414199936,4
0.17999267578125,-0.056195255368948,2.93938517570496,1.15012383460999,-0.0612985250199726,2.93944133760391,1.18080379722281,1010.365,3363.408,3835.662,1161.292,-0.1193453,0.00385136,-0.0859711,0.058350957930088,-0.0473495349287987,-0.0398168824613094,-0.0212433804254414,-0.00914043312572283,0.0131506644458931,3
0.20001220703125,-0.0549092665314674,2.93791794776917,1.1501100063324,-0.0617708265342762,2.93923811945689,1.181096174359,1332.856,3132.791,3353.524,1401.935,-0.121405,0.002341104,-0.07415572,0.0642994493246078,-0.0733616426587105,-0.000689033418893814,-0.0260142813927851,-0.0111932185284278,0.0161040794142088,3
0.220001220703125,-0.0535363778471947,2.93597269058228,1.15082991123199,-0.0623420644491781,2.93899233174064,1.18144979784016,1791.277,3014.93,2723.49,1532.591,-0.1151205,0.000279787,-0.0632783,0.0686444342136383,-0.0972655117511749,0.0359966047108173,-0.03121219533433,-0.0134297356845702,0.019321835755004,3
0.239990234375,-0.0520963668823242,2.93363213539124,1.15212368965149,-0.0630214373585105,2.93870001655724,1.18187036203406,2170.783,2982.914,2213.248,1547.13,-0.1071571,-0.001338505,-0.05581187,0.0720006078481674,-0.117023810744286,0.0646899193525314,-0.0368316683029241,-0.015847637913056,0.022800557215184,3
0.260009765625,-0.0506043322384357,2.93098068237305,1.15377116203308,-0.0638185570309634,2.93835703823113,1.18236381708338,2347.222,2984.981,2005.388,1460.328,-0.1029045,-0.001918009,-0.05235828,0.0746017470955849,-0.132568255066872,0.0823755115270615,-0.0428699302682246,-0.0184457333472145,0.0265385290140116,3
0.279998779296875,-0.0490745902061462,2.92807531356812,1.15557253360748,-0.0647390625194898,2.93796097043536,1.18293365383054,2309.964,2996.326,2122.175,1298.107,-0.1047171,-0.001324656,-0.05185441,0.0764871090650558,-0.145273983478546,0.0900672376155853,-0.0492963837173861,-0.0212108567320638,0.030516809833474,3
0.300018310546875,-0.0475230552256107,2.92493534088135,1.15741109848022,-0.0657936070281142,2.93750722939386,1.1835864671163,2136.657,3011.542,2442.588,1106.14,-0.1118799,0.000197646,-0.05227572,0.0775767788290977,-0.156994134187698,0.091927170753479,-0.0561185469977389,-0.0241462430024218,0.0347400538887172,3
0.32000732421875,-0.0459697768092155,2.92155027389526,1.1592663526535,-0.0669865614821475,2.93699393441958,1.18432496275165,1944.128,3018.766,2791.981,937.8547,-0.1218268,0.002154105,-0.05161313,0.0776640102267265,-0.169250816106796,0.0927634611725807,-0.0633036493784043,-0.0272377918282996,0.0391879745362408,3
0.339996337890625,-0.0444399788975716,2.91789507865906,1.1611762046814,-0.068326768706371,2.93641728069206,1.18515461486636,1802.575,3002.034,3048.682,841.1904,-0.131517,0.004017324,-0.04860748,0.0764898434281349,-0.182758584618568,0.0954906642436981,-0.0708499516420146,-0.0304847548730522,0.0438594951176439,3
0.360015869140625,-0.0429617837071419,2.9139461517334,1.16320335865021,-0.0698237345322385,2.93577317811757,1.18608130802295,1756.668,2954.548,3148.539,831.8207,-0.1384956,0.005409494,-0.04314534,0.0739096701145172,-0.197449743747711,0.101357683539391,-0.0787580297418618,-0.0338873799532906,0.0487549721754506,3
0.3800048828125,-0.041561484336853,2.90969324111938,1.16540241241455,-0.0714797725314022,2.93506063123087,1.18710647443246,1804.762,2905.847,3095.769,873.5948,-0.1417425,0.006224846,-0.03593669,0.0700150653719902,-0.212640136480331,0.109951362013817,-0.0869921272359981,-0.0374302820709642,0.0538522707687797,3
0.399993896484375,-0.0402601882815361,2.90514516830444,1.16779792308807,-0.0733036822025899,2.9342758538535,1.18823556140379,1907.355,2871.513,2946.339,936.2937,-0.141677,0.00660301,-0.02807078,0.0650649294257164,-0.227401182055473,0.119777366518974,-0.0955525119207663,-0.0411135764513579,0.0591515566763244,3
0.420013427734375,-0.0390731953084469,2.90032577514648,1.17038238048553,-0.0753050585276311,2.93341471753282,1.18947450868777,2024.731,2856.463,2770.118,990.3967,-0.1397057,0.006794808,-0.02059742,0.0593495145440102,-0.240964278578758,0.129225879907608,-0.104441553474511,-0.0449382827008623,0.0646542968418633,3
